runner_id,date,type_seance,distance,duree,allure,fc_moyenne,elevation
R040,2024-12-16,Tempo,11.8,55.3,4.67,149,23
R040,2025-02-05,Fractionné,6.7,28.3,4.21,156,9
R040,2024-12-24,Endurance,9.9,50.9,5.14,135,18
R040,2024-12-18,Fractionné,9.4,39.5,4.21,156,38
R040,2024-12-21,Fractionné,10.1,42.4,4.21,156,8
R040,2024-12-27,Endurance,4.2,21.8,5.14,135,19
R040,2025-02-22,Endurance,7.0,36.0,5.14,135,28
R040,2025-02-08,Endurance,7.0,35.8,5.14,135,5
R040,2024-12-16,Endurance,11.2,57.7,5.14,135,14
R040,2025-01-28,Fractionné,7.7,32.2,4.21,156,6
R040,2025-01-20,Endurance,6.1,31.3,5.14,135,29
R040,2025-01-16,Endurance,9.5,48.7,5.14,135,13
R040,2025-05-24,Endurance,10.4,53.7,5.14,135,29
R040,2025-03-12,Fractionné,10.3,43.3,4.21,156,34
R040,2025-04-18,Endurance,8.7,44.9,5.14,135,44
R040,2025-05-11,Endurance,13.0,66.8,5.14,135,48
R040,2025-02-19,Fractionné,10.8,45.4,4.21,156,17
R040,2025-01-23,Endurance,10.5,53.8,5.14,135,15
R040,2025-04-02,Fractionné,11.7,49.2,4.21,156,33
R040,2025-01-08,Endurance,7.2,36.8,5.14,135,26
R040,2025-02-23,Endurance,10.8,55.5,5.14,135,31
R040,2025-05-31,Endurance,8.9,45.6,5.14,135,24
R040,2025-05-21,Endurance,8.1,41.4,5.14,135,29
R040,2025-04-05,Tempo,10.1,47.0,4.67,149,32
R040,2025-01-06,Endurance,11.3,58.0,5.14,135,30
R040,2025-05-28,Tempo,11.2,52.4,4.67,149,17
R040,2025-01-13,Endurance,13.4,68.8,5.14,135,7
R040,2025-02-25,Tempo,8.2,38.1,4.67,149,11
R040,2025-01-19,Fractionné,11.0,46.3,4.21,156,0
R040,2025-01-13,Fractionné,9.0,38.0,4.21,156,42
R040,2025-02-24,Endurance,6.9,35.3,5.14,135,38
R040,2025-02-24,Endurance,11.2,57.8,5.14,135,14
R040,2025-04-21,Fractionné,8.6,36.1,4.21,156,28
R040,2025-03-03,Seuil,13.0,60.7,4.67,135,14
R040,2025-02-10,Fractionné,12.0,50.5,4.21,156,40
R040,2025-06-04,Fractionné,8.1,34.2,4.21,156,35
R040,2025-02-02,Seuil,10.6,49.6,4.67,135,13
R040,2025-06-07,Fractionné,10.5,44.1,4.21,156,16
R040,2025-06-08,Endurance,5.9,30.2,5.14,135,16
R040,2024-12-15,Tempo,9.5,44.5,4.67,149,1
R040,2025-05-23,Endurance,6.0,30.9,5.14,135,28
R040,2025-01-06,Endurance,9.3,48.0,5.14,135,43
R040,2025-01-06,Endurance,12.4,63.8,5.14,135,36
R040,2024-12-28,Endurance,8.6,44.2,5.14,135,23
R040,2025-01-07,Fractionné,6.3,26.4,4.21,156,28
R040,2025-01-12,Endurance,6.5,33.2,5.14,135,6
R040,2025-05-11,Tempo,12.6,59.0,4.67,149,29
R040,2025-03-20,Endurance,13.9,71.4,5.14,135,3
R040,2025-02-06,Endurance,11.3,57.9,5.14,135,16
R040,2025-05-17,Tempo,10.9,50.8,4.67,149,12
R040,2025-03-19,Tempo,8.9,41.8,4.67,149,28
R040,2025-01-18,Endurance,9.8,50.6,5.14,135,25
R040,2025-02-17,Endurance,10.2,52.5,5.14,135,26
R040,2025-03-28,Endurance,8.4,43.3,5.14,135,10
R040,2025-05-23,Endurance,12.3,63.5,5.14,135,17
R040,2025-01-02,Fractionné,7.6,32.2,4.21,156,28
R040,2025-01-06,Tempo,10.0,47.0,4.67,149,26
R040,2025-01-30,Endurance,7.9,40.5,5.14,135,18
R040,2025-06-10,Fractionné,7.0,29.4,4.21,156,21
R040,2024-12-27,Endurance,8.4,43.4,5.14,135,3
R040,2025-03-30,Fractionné,10.4,43.8,4.21,156,0
R040,2025-03-19,Endurance,8.7,44.8,5.14,135,0
R040,2025-03-02,Fractionné,11.0,46.4,4.21,156,5
R040,2025-02-16,Tempo,12.9,60.1,4.67,149,42
R040,2025-06-01,Endurance,12.9,66.4,5.14,135,16
R040,2024-12-30,Endurance,7.4,38.3,5.14,135,14
R040,2025-03-03,Tempo,13.6,63.5,4.67,149,41
R040,2025-01-15,Endurance,9.5,49.0,5.14,135,25
R040,2025-03-30,Endurance,7.3,37.6,5.14,135,12
R040,2025-04-28,Seuil,15.6,73.1,4.67,135,43
R040,2025-05-13,Tempo,13.2,61.6,4.67,149,47
R040,2025-02-14,Endurance,11.4,58.7,5.14,135,35
R040,2024-12-26,Tempo,12.1,56.6,4.67,149,32
R040,2025-01-25,Fractionné,6.4,27.0,4.21,156,1
R040,2025-04-16,Endurance,8.8,45.4,5.14,135,16
R040,2025-03-16,Endurance,10.6,54.6,5.14,135,37
R040,2025-02-13,Tempo,9.1,42.6,4.67,149,35
R040,2025-05-24,Endurance,9.9,50.7,5.14,135,22
R040,2025-01-27,Endurance,8.4,43.1,5.14,135,1
R040,2025-05-29,Endurance,8.1,41.7,5.14,135,30
R040,2025-06-06,Endurance,9.7,49.9,5.14,135,35
R040,2025-04-03,Fractionné,10.9,45.9,4.21,156,36
R040,2025-01-28,Endurance,10.4,53.6,5.14,135,6
R040,2025-01-03,Endurance,11.9,61.1,5.14,135,41
R040,2025-05-07,Seuil,14.3,66.7,4.67,135,25
R040,2025-02-21,Tempo,13.4,62.9,4.67,149,17
R040,2025-05-02,Endurance,8.9,45.8,5.14,135,7
R040,2025-02-24,Tempo,14.2,66.4,4.67,149,14
R040,2025-04-12,Seuil,10.5,49.1,4.67,135,19
R040,2024-12-27,Fractionné,7.9,33.2,4.21,156,7
R040,2025-04-19,Fractionné,11.3,47.5,4.21,156,14
R040,2025-03-04,Endurance,5.3,27.1,5.14,135,5
R040,2025-02-12,Fractionné,11.5,48.2,4.21,156,24
R040,2025-04-17,Endurance,10.2,52.4,5.14,135,32
R041,2025-02-06,Endurance,24.5,141.1,5.75,131,147
R041,2025-05-05,Endurance,24.5,140.8,5.75,131,100
R041,2025-02-08,Tempo,13.8,72.0,5.22,145,186
R041,2025-04-20,Fractionné,7.6,36.0,4.7,152,179
R041,2025-05-30,Endurance,16.9,96.8,5.75,131,32
R041,2025-03-06,Endurance,20.4,117.1,5.75,131,105
R041,2025-01-15,Tempo,10.5,54.6,5.22,145,191
R041,2025-05-14,Endurance,14.3,82.2,5.75,131,130
R041,2024-12-16,Tempo,13.7,71.7,5.22,145,23
R041,2024-12-22,Tempo,8.7,45.3,5.22,145,38
R041,2025-05-08,Fractionné,10.7,50.2,4.7,152,174
R041,2025-04-11,Endurance,15.3,87.7,5.75,131,148
R041,2025-02-25,Endurance,20.4,117.2,5.75,131,86
R041,2025-01-06,Endurance,20.5,117.7,5.75,131,140
R041,2025-05-31,Endurance,22.4,128.6,5.75,131,54
R041,2024-12-30,Tempo,12.0,62.5,5.22,145,151
R041,2024-12-19,Endurance,17.5,100.5,5.75,131,111
R041,2025-02-19,Fractionné,8.5,40.0,4.7,152,158
R041,2025-04-01,Seuil,12.2,63.9,5.22,131,90
R041,2025-04-16,Fractionné,11.5,54.3,4.7,152,102
R041,2025-03-27,Endurance,20.5,117.9,5.75,131,116
R041,2025-01-29,Endurance,12.6,72.3,5.75,131,143
R041,2025-04-01,Tempo,13.8,72.2,5.22,145,67
R041,2025-04-24,Endurance,15.5,89.1,5.75,131,90
R041,2025-02-19,Fractionné,7.9,37.0,4.7,152,67
R041,2025-03-10,Tempo,11.0,57.2,5.22,145,176
R041,2025-02-03,Fractionné,6.6,30.9,4.7,152,193
R041,2025-03-17,Endurance,24.4,140.2,5.75,131,131
R041,2025-06-09,Endurance,18.5,106.2,5.75,131,68
R041,2025-03-06,Endurance,23.4,134.2,5.75,131,118
R041,2025-02-22,Endurance,11.8,67.9,5.75,131,60
R041,2025-05-17,Seuil,15.8,82.5,5.22,131,6
R041,2024-12-16,Endurance,24.5,140.8,5.75,131,138
R041,2025-04-16,Fractionné,10.2,48.2,4.7,152,117
R041,2024-12-19,Endurance,17.6,101.4,5.75,131,29
R041,2025-01-03,Endurance,21.9,126.1,5.75,131,117
R041,2025-03-06,Endurance,22.1,126.9,5.75,131,194
R041,2025-05-29,Seuil,13.4,70.2,5.22,131,68
R041,2025-03-17,Seuil,17.7,92.4,5.22,131,149
R041,2025-02-12,Fractionné,11.1,52.1,4.7,152,136
R041,2024-12-13,Tempo,8.5,44.5,5.22,145,106
R041,2025-06-03,Endurance,16.3,93.7,5.75,131,141
R041,2025-01-19,Endurance,23.3,134.1,5.75,131,92
R041,2025-04-25,Endurance,20.0,115.1,5.75,131,65
R041,2025-03-17,Endurance,19.2,110.3,5.75,131,128
R041,2025-06-02,Tempo,14.1,73.9,5.22,145,175
R041,2025-01-08,Endurance,11.6,66.7,5.75,131,66
R041,2025-01-11,Tempo,9.4,49.4,5.22,145,33
R041,2025-01-13,Endurance,18.5,106.2,5.75,131,130
R041,2025-06-04,Endurance,23.7,136.0,5.75,131,80
R041,2024-12-15,Fractionné,7.0,32.7,4.7,152,110
R041,2025-01-21,Endurance,23.9,137.1,5.75,131,45
R041,2025-02-05,Endurance,21.9,125.8,5.75,131,187
R041,2025-03-19,Endurance,19.3,110.8,5.75,131,196
R041,2025-05-24,Tempo,12.5,65.5,5.22,145,50
R041,2025-04-04,Endurance,17.9,103.2,5.75,131,11
R041,2024-12-15,Seuil,16.9,88.3,5.22,131,133
R041,2025-03-04,Endurance,13.3,76.7,5.75,131,8
R041,2025-05-12,Fractionné,7.1,33.6,4.7,152,103
R041,2025-02-23,Tempo,8.2,43.0,5.22,145,134
R041,2024-12-29,Endurance,17.2,99.1,5.75,131,177
R041,2025-01-05,Endurance,22.4,128.9,5.75,131,148
R041,2025-04-08,Tempo,11.8,61.9,5.22,145,8
R041,2024-12-18,Fractionné,7.9,37.4,4.7,152,34
R041,2025-03-04,Fractionné,8.1,38.0,4.7,152,138
R041,2024-12-29,Tempo,12.6,65.9,5.22,145,20
R041,2024-12-30,Endurance,13.6,78.2,5.75,131,0
R041,2025-05-03,Fractionné,7.8,36.7,4.7,152,187
R041,2025-05-23,Fractionné,7.8,36.6,4.7,152,84
R041,2025-01-23,Endurance,20.4,117.0,5.75,131,38
R041,2025-05-19,Fractionné,12.0,56.3,4.7,152,44
R041,2025-02-24,Endurance,16.9,97.2,5.75,131,137
R041,2025-05-03,Fractionné,11.3,53.0,4.7,152,74
R041,2024-12-18,Fractionné,6.9,32.6,4.7,152,102
R041,2025-03-10,Tempo,9.6,50.1,5.22,145,106
R041,2025-03-05,Tempo,11.2,58.8,5.22,145,161
R041,2025-01-03,Endurance,16.9,97.2,5.75,131,122
R041,2025-01-19,Endurance,17.8,102.4,5.75,131,61
R041,2025-05-17,Tempo,8.7,45.6,5.22,145,66
R041,2025-04-28,Tempo,14.7,76.9,5.22,145,81
R041,2025-02-08,Endurance,27.3,157.2,5.75,131,63
R041,2025-06-07,Fractionné,10.4,49.0,4.7,152,69
R041,2025-04-04,Endurance,17.6,101.4,5.75,131,134
R041,2024-12-19,Endurance,16.9,96.9,5.75,131,27
R041,2025-01-28,Endurance,21.5,123.5,5.75,131,9
R041,2025-04-05,Tempo,11.8,61.8,5.22,145,171
R041,2025-01-27,Endurance,22.9,131.9,5.75,131,132
R041,2025-01-19,Endurance,20.3,116.8,5.75,131,37
R041,2025-03-25,Fractionné,6.2,29.3,4.7,152,47
R041,2025-03-27,Tempo,12.8,66.7,5.22,145,126
R041,2025-02-05,Endurance,17.9,103.0,5.75,131,114
R042,2025-01-30,Fractionné,11.5,48.6,4.21,152,22
R042,2025-01-14,Fractionné,6.4,26.7,4.21,152,4
R042,2025-02-21,Endurance,22.8,117.3,5.14,131,5
R042,2025-06-07,Endurance,29.8,153.2,5.14,131,42
R042,2025-04-27,Tempo,9.2,43.1,4.67,145,4
R042,2025-05-17,Seuil,17.0,79.4,4.67,131,22
R042,2025-04-28,Tempo,10.5,48.9,4.67,145,48
R042,2025-01-12,Endurance,25.4,130.8,5.14,131,2
R042,2025-02-01,Seuil,15.1,70.5,4.67,131,45
R042,2025-01-31,Endurance,28.4,146.1,5.14,131,37
R042,2025-03-01,Endurance,35.5,182.5,5.14,131,17
R042,2025-02-17,Endurance,14.7,75.6,5.14,131,39
R042,2025-03-11,Endurance,14.4,73.9,5.14,131,11
R042,2025-04-06,Endurance,24.9,128.2,5.14,131,3
R042,2025-02-28,Tempo,11.7,54.7,4.67,145,1
R042,2025-01-17,Endurance,18.1,93.0,5.14,131,35
R042,2024-12-28,Fractionné,11.6,48.7,4.21,152,3
R042,2025-05-18,Endurance,31.4,161.5,5.14,131,38
R042,2025-01-02,Tempo,13.6,63.5,4.67,145,47
R042,2025-01-03,Endurance,29.1,149.7,5.14,131,45
R042,2024-12-16,Tempo,13.8,64.3,4.67,145,11
R042,2025-02-24,Endurance,23.8,122.2,5.14,131,0
R042,2025-02-15,Endurance,34.1,175.2,5.14,131,46
R042,2025-02-16,Tempo,12.0,56.0,4.67,145,25
R042,2025-04-28,Seuil,15.7,73.2,4.67,131,42
R042,2025-04-25,Endurance,28.8,148.4,5.14,131,10
R042,2025-04-11,Endurance,33.3,171.0,5.14,131,1
R042,2025-05-04,Tempo,12.5,58.5,4.67,145,27
R042,2025-05-28,Endurance,32.6,167.8,5.14,131,29
R042,2025-04-01,Endurance,28.1,144.4,5.14,131,42
R042,2025-04-13,Tempo,14.2,66.5,4.67,145,41
R042,2025-02-17,Seuil,15.6,73.0,4.67,131,26
R042,2024-12-30,Endurance,19.9,102.2,5.14,131,46
R042,2025-04-14,Endurance,20.0,102.8,5.14,131,43
R042,2025-03-20,Fractionné,8.0,33.5,4.21,152,31
R042,2025-02-18,Tempo,8.1,38.0,4.67,145,21
R042,2025-03-28,Fractionné,11.1,46.9,4.21,152,36
R042,2025-05-05,Endurance,19.1,98.0,5.14,131,4
R042,2025-05-12,Seuil,13.5,62.9,4.67,131,30
R042,2025-05-10,Endurance,23.9,123.1,5.14,131,7
R042,2025-03-09,Endurance,28.9,148.7,5.14,131,22
R042,2025-03-04,Tempo,8.3,39.0,4.67,145,32
R042,2025-02-02,Endurance,29.0,149.1,5.14,131,43
R042,2025-03-19,Endurance,33.1,170.4,5.14,131,30
R042,2025-02-27,Tempo,10.3,48.0,4.67,145,18
R042,2025-05-22,Fractionné,6.4,26.9,4.21,152,32
R042,2025-05-21,Endurance,25.7,131.9,5.14,131,36
R042,2025-05-30,Endurance,27.0,138.7,5.14,131,33
R042,2025-01-12,Endurance,17.9,92.1,5.14,131,18
R042,2025-05-27,Fractionné,6.9,28.9,4.21,152,7
R042,2025-02-25,Endurance,23.2,119.1,5.14,131,7
R042,2024-12-27,Endurance,26.4,135.6,5.14,131,32
R042,2025-03-27,Endurance,19.4,99.9,5.14,131,30
R042,2025-04-07,Tempo,11.7,54.7,4.67,145,15
R042,2025-01-20,Tempo,8.6,40.4,4.67,145,14
R042,2024-12-18,Tempo,11.2,52.2,4.67,145,27
R042,2025-04-20,Fractionné,11.3,47.4,4.21,152,47
R042,2025-02-22,Tempo,14.7,68.8,4.67,145,48
R042,2025-05-14,Tempo,8.9,41.6,4.67,145,11
R042,2025-03-26,Endurance,26.9,138.3,5.14,131,13
R042,2025-01-15,Tempo,11.7,54.8,4.67,145,0
R042,2025-02-09,Endurance,29.9,153.5,5.14,131,35
R042,2025-04-17,Seuil,11.1,52.1,4.67,131,47
R042,2025-01-24,Fractionné,10.3,43.3,4.21,152,17
R042,2025-04-16,Tempo,12.9,60.3,4.67,145,4
R042,2025-01-05,Endurance,27.4,140.7,5.14,131,37
R042,2025-05-22,Endurance,30.1,154.8,5.14,131,10
R042,2025-01-05,Seuil,10.4,48.6,4.67,131,19
R042,2024-12-22,Endurance,39.9,205.4,5.14,131,35
R042,2025-06-05,Endurance,20.4,105.2,5.14,131,5
R042,2025-02-16,Endurance,22.9,117.7,5.14,131,3
R042,2025-01-04,Endurance,20.2,103.7,5.14,131,27
R042,2024-12-13,Fractionné,6.3,26.3,4.21,152,49
R042,2025-01-01,Fractionné,10.7,45.0,4.21,152,21
R042,2025-03-30,Fractionné,7.8,32.8,4.21,152,19
R042,2025-05-25,Endurance,27.5,141.4,5.14,131,14
R042,2025-02-12,Endurance,21.3,109.7,5.14,131,4
R042,2025-04-14,Seuil,16.2,75.8,4.67,131,6
R042,2025-01-07,Endurance,22.9,117.6,5.14,131,18
R042,2024-12-19,Tempo,12.2,57.2,4.67,145,24
R042,2025-03-16,Tempo,10.0,47.0,4.67,145,17
R042,2025-01-22,Tempo,10.4,48.8,4.67,145,40
R042,2025-04-14,Endurance,23.4,120.5,5.14,131,49
R042,2025-01-03,Endurance,24.4,125.6,5.14,131,1
R042,2025-01-17,Endurance,25.9,133.4,5.14,131,1
R042,2025-01-07,Endurance,23.6,121.3,5.14,131,4
R042,2025-04-21,Fractionné,7.2,30.5,4.21,152,33
R042,2025-02-06,Endurance,33.6,172.9,5.14,131,43
R042,2025-06-01,Fractionné,6.1,25.7,4.21,152,47
R042,2025-02-19,Tempo,10.6,49.7,4.67,145,29
R042,2025-06-01,Seuil,11.6,54.3,4.67,131,41
R042,2025-01-05,Endurance,26.9,138.4,5.14,131,36
R042,2025-04-14,Tempo,13.5,63.3,4.67,145,13
R042,2025-05-12,Endurance,25.4,130.8,5.14,131,3
R042,2025-02-11,Fractionné,9.9,41.6,4.21,152,4
R042,2025-03-22,Endurance,26.9,138.5,5.14,131,17
R042,2025-06-02,Endurance,23.0,118.3,5.14,131,40
R042,2025-06-03,Endurance,23.0,118.2,5.14,131,15
R042,2025-05-19,Endurance,34.9,179.5,5.14,131,44
R042,2025-03-01,Endurance,30.2,155.5,5.14,131,44
R042,2025-04-24,Tempo,12.4,57.9,4.67,145,5
R042,2025-03-16,Endurance,22.4,115.2,5.14,131,12
R042,2025-01-01,Tempo,10.9,51.1,4.67,145,20
R042,2025-04-06,Endurance,30.6,157.6,5.14,131,19
R042,2025-01-07,Tempo,12.8,59.8,4.67,145,40
R042,2025-04-16,Fractionné,9.5,40.0,4.21,152,33
R042,2025-01-19,Endurance,29.0,149.1,5.14,131,27
R042,2025-05-03,Fractionné,10.3,43.5,4.21,152,4
R042,2025-04-04,Tempo,8.9,41.7,4.67,145,48
R042,2024-12-20,Endurance,27.1,139.5,5.14,131,18
R042,2025-01-13,Tempo,10.4,48.7,4.67,145,44
R042,2024-12-25,Tempo,10.7,50.1,4.67,145,36
R042,2025-04-28,Endurance,26.7,137.1,5.14,131,13
R042,2025-04-11,Tempo,12.7,59.2,4.67,145,28
R042,2025-02-22,Endurance,22.4,115.3,5.14,131,30
R042,2025-05-15,Tempo,11.5,53.6,4.67,145,6
R043,2025-01-29,Fractionné,10.8,50.8,4.7,142,32
R043,2025-04-06,Endurance,9.5,54.8,5.75,123,41
R043,2024-12-21,Endurance,15.7,90.4,5.75,123,144
R043,2025-05-06,Fractionné,11.2,52.7,4.7,142,179
R043,2025-01-08,Endurance,19.6,112.8,5.75,123,156
R043,2025-05-29,Endurance,17.0,97.9,5.75,123,20
R043,2025-05-13,Tempo,13.1,68.7,5.22,135,153
R043,2024-12-21,Seuil,11.6,60.7,5.22,123,35
R043,2025-02-23,Endurance,15.3,87.8,5.75,123,71
R043,2025-03-29,Tempo,9.9,52.0,5.22,135,42
R043,2025-01-18,Endurance,18.6,106.7,5.75,123,24
R043,2025-05-10,Tempo,10.8,56.6,5.22,135,1
R043,2025-04-27,Endurance,15.9,91.4,5.75,123,172
R043,2025-02-14,Seuil,13.2,68.7,5.22,123,56
R043,2025-04-10,Endurance,18.8,108.3,5.75,123,160
R043,2025-02-02,Endurance,20.7,119.1,5.75,123,9
R043,2025-02-02,Endurance,14.8,85.1,5.75,123,194
R043,2025-05-28,Tempo,12.6,65.8,5.22,135,156
R043,2025-05-11,Endurance,19.7,113.3,5.75,123,105
R043,2025-04-11,Endurance,20.3,116.4,5.75,123,180
R043,2025-05-23,Endurance,15.8,90.8,5.75,123,129
R043,2024-12-24,Tempo,9.1,47.3,5.22,135,71
R043,2025-05-10,Endurance,18.3,105.4,5.75,123,109
R043,2025-02-11,Endurance,21.4,123.2,5.75,123,133
R043,2025-02-18,Fractionné,9.7,45.6,4.7,142,154
R043,2025-04-01,Endurance,17.4,100.0,5.75,123,43
R043,2025-04-06,Endurance,18.1,103.8,5.75,123,8
R043,2025-01-15,Endurance,18.9,108.6,5.75,123,142
R043,2025-01-26,Fractionné,11.6,54.6,4.7,142,114
R043,2024-12-31,Endurance,21.0,120.9,5.75,123,73
R043,2024-12-30,Fractionné,10.5,49.2,4.7,142,2
R043,2025-02-09,Tempo,10.8,56.7,5.22,135,46
R043,2025-05-03,Tempo,11.1,57.8,5.22,135,105
R043,2025-03-03,Fractionné,6.3,29.8,4.7,142,142
R043,2025-04-19,Endurance,15.0,86.2,5.75,123,24
R043,2025-01-22,Endurance,24.2,139.0,5.75,123,89
R043,2025-06-08,Endurance,18.1,104.2,5.75,123,65
R043,2025-03-10,Endurance,21.9,125.7,5.75,123,104
R043,2024-12-31,Seuil,14.6,76.1,5.22,123,14
R043,2025-03-07,Seuil,16.0,83.5,5.22,123,87
R043,2024-12-19,Tempo,11.4,59.6,5.22,135,57
R043,2025-06-07,Fractionné,7.5,35.2,4.7,142,199
R043,2025-05-29,Fractionné,7.1,33.2,4.7,142,128
R043,2025-03-01,Endurance,12.7,72.7,5.75,123,110
R043,2025-03-19,Endurance,18.5,106.4,5.75,123,144
R043,2025-02-02,Tempo,12.7,66.2,5.22,135,103
R043,2024-12-13,Endurance,16.3,93.8,5.75,123,178
R043,2025-05-26,Endurance,22.9,131.5,5.75,123,87
R043,2025-03-05,Tempo,14.5,76.0,5.22,135,144
R043,2025-04-18,Endurance,20.1,115.4,5.75,123,70
R043,2024-12-29,Tempo,9.2,48.3,5.22,135,165
R043,2025-02-04,Endurance,13.5,77.5,5.75,123,68
R043,2025-05-19,Fractionné,8.9,41.8,4.7,142,46
R043,2025-05-10,Endurance,16.8,96.7,5.75,123,195
R043,2025-05-10,Tempo,13.6,71.0,5.22,135,50
R043,2024-12-26,Endurance,18.7,107.5,5.75,123,108
R043,2025-01-30,Endurance,24.9,143.2,5.75,123,117
R043,2024-12-19,Endurance,25.2,145.1,5.75,123,130
R043,2025-02-08,Tempo,8.4,43.9,5.22,135,172
R043,2025-03-23,Fractionné,7.0,32.7,4.7,142,28
R043,2025-03-24,Endurance,17.1,98.5,5.75,123,26
R043,2025-03-24,Fractionné,9.7,45.5,4.7,142,86
R043,2025-01-12,Endurance,18.6,106.9,5.75,123,118
R043,2024-12-17,Seuil,13.0,68.0,5.22,123,5
R043,2025-04-14,Endurance,17.9,103.2,5.75,123,22
R043,2025-05-06,Endurance,14.9,85.4,5.75,123,51
R043,2025-02-20,Tempo,8.7,45.5,5.22,135,171
R043,2025-03-31,Endurance,16.3,93.9,5.75,123,108
R043,2025-03-17,Endurance,12.8,73.5,5.75,123,17
R043,2025-05-16,Endurance,19.0,109.0,5.75,123,59
R043,2025-02-24,Endurance,18.7,107.6,5.75,123,128
R043,2025-04-26,Fractionné,6.5,30.6,4.7,142,47
R043,2025-01-11,Endurance,23.2,133.3,5.75,123,6
R043,2025-03-14,Endurance,13.3,76.3,5.75,123,101
R043,2024-12-27,Endurance,13.5,77.5,5.75,123,90
R043,2025-03-03,Endurance,19.0,108.9,5.75,123,52
R043,2025-01-07,Endurance,17.6,101.0,5.75,123,39
R043,2025-03-10,Fractionné,8.0,37.8,4.7,142,42
R043,2025-01-02,Tempo,12.7,66.1,5.22,135,26
R043,2025-02-23,Tempo,9.2,48.1,5.22,135,43
R043,2025-01-24,Endurance,23.4,134.2,5.75,123,142
R043,2025-01-15,Endurance,22.0,126.2,5.75,123,3
R043,2025-02-22,Fractionné,9.3,43.8,4.7,142,27
R043,2025-04-21,Endurance,16.7,95.7,5.75,123,193
R043,2025-03-10,Endurance,17.2,99.0,5.75,123,80
R043,2025-03-29,Tempo,10.9,56.9,5.22,135,155
R043,2025-04-03,Endurance,17.9,102.8,5.75,123,123
R043,2024-12-15,Fractionné,6.1,28.5,4.7,142,36
R043,2024-12-27,Endurance,14.4,82.9,5.75,123,119
R043,2025-04-28,Fractionné,9.6,45.0,4.7,142,55
R043,2025-04-12,Tempo,12.7,66.3,5.22,135,179
R043,2025-03-11,Tempo,10.0,52.5,5.22,135,9
R043,2025-02-12,Endurance,16.5,95.0,5.75,123,106
R043,2025-01-19,Seuil,15.5,80.7,5.22,123,172
R043,2025-04-24,Endurance,21.8,125.2,5.75,123,193
R043,2025-02-12,Endurance,14.9,85.8,5.75,123,83
R043,2025-01-28,Tempo,13.6,71.1,5.22,135,88
R044,2025-02-14,Tempo,11.9,84.9,7.15,152,27
R044,2025-03-08,Endurance,6.5,51.2,7.87,138,4
R044,2025-06-02,Endurance,8.7,68.4,7.87,138,46
R044,2025-04-12,Endurance,8.7,68.6,7.87,138,43
R044,2024-12-27,Endurance,12.0,94.4,7.87,138,44
R044,2025-02-27,Endurance,12.8,100.6,7.87,138,12
R044,2025-02-20,Tempo,12.3,88.0,7.15,152,43
R044,2025-04-26,Tempo,14.8,105.9,7.15,152,41
R044,2025-05-12,Endurance,9.9,78.2,7.87,138,2
R044,2025-06-04,Endurance,7.6,59.8,7.87,138,46
R044,2025-06-07,Endurance,10.2,80.0,7.87,138,3
R044,2025-04-22,Endurance,11.2,88.0,7.87,138,30
R044,2025-05-23,Endurance,10.7,83.8,7.87,138,24
R044,2024-12-27,Fractionné,11.7,75.1,6.44,160,14
R044,2025-06-10,Endurance,9.3,73.1,7.87,138,9
R044,2024-12-26,Endurance,12.1,95.5,7.87,138,23
R044,2024-12-16,Fractionné,8.9,57.2,6.44,160,8
R044,2025-03-25,Endurance,10.5,82.7,7.87,138,2
R044,2025-04-07,Tempo,9.4,66.9,7.15,152,21
R044,2025-04-03,Tempo,12.3,88.1,7.15,152,47
R044,2025-04-27,Tempo,9.5,68.0,7.15,152,2
R044,2024-12-16,Endurance,10.7,84.5,7.87,138,45
R044,2024-12-31,Fractionné,7.7,49.3,6.44,160,19
R044,2025-01-18,Endurance,10.5,83.0,7.87,138,9
R044,2025-05-07,Fractionné,10.1,64.7,6.44,160,17
R044,2025-04-30,Endurance,9.6,75.4,7.87,138,9
R044,2025-04-08,Endurance,9.2,72.6,7.87,138,37
R044,2025-04-28,Endurance,11.8,92.7,7.87,138,17
R044,2025-01-14,Endurance,15.2,119.4,7.87,138,10
R044,2025-06-10,Fractionné,8.2,52.8,6.44,160,39
R044,2025-04-24,Fractionné,7.0,45.4,6.44,160,24
R044,2025-05-27,Fractionné,9.1,58.6,6.44,160,25
R044,2025-02-11,Endurance,11.1,87.1,7.87,138,46
R044,2025-02-10,Endurance,9.7,76.5,7.87,138,35
R044,2025-01-02,Endurance,9.4,74.2,7.87,138,35
R044,2025-05-13,Fractionné,8.2,52.6,6.44,160,17
R044,2024-12-27,Endurance,12.8,101.1,7.87,138,42
R044,2025-05-20,Fractionné,10.0,64.7,6.44,160,16
R044,2025-04-11,Tempo,9.3,66.3,7.15,152,49
R044,2025-01-12,Fractionné,7.6,49.1,6.44,160,2
R044,2025-03-16,Endurance,8.4,66.2,7.87,138,25
R044,2025-03-14,Tempo,10.1,72.1,7.15,152,13
R044,2025-04-22,Endurance,9.7,76.5,7.87,138,5
R045,2025-02-28,Endurance,9.5,48.9,5.14,144,67
R045,2025-04-05,Endurance,6.3,32.2,5.14,144,181
R045,2025-01-30,Tempo,12.4,58.2,4.67,160,190
R045,2025-03-24,Seuil,17.8,83.0,4.67,144,76
R045,2025-04-04,Endurance,8.6,44.2,5.14,144,23
R045,2025-02-15,Tempo,11.7,54.5,4.67,160,141
